space,index,singular_value,resolved_cumulative_energy
feedback_condition,1,182.03727923785647,0.06067140473880112
feedback_condition,2,178.91388024926053,0.11927866883426791
feedback_condition,3,162.48042731522304,0.16761408740865086
feedback_condition,4,154.66623222586273,0.21141209863806928
feedback_condition,5,151.11186127466124,0.25322020415788116
feedback_condition,6,142.82950019440122,0.29057094424952445
feedback_condition,7,138.75739800030675,0.3258222877331851
feedback_condition,8,137.72633814889954,0.36055169570787354
feedback_condition,9,135.32423373624266,0.39408022717145724
feedback_condition,10,132.46334506590742,0.4262060910358828
feedback_condition,11,131.0821084455134,0.45766547509995187
feedback_condition,12,129.06484086879345,0.48816403122215657
feedback_condition,13,127.70054035751274,0.5180212155019875
feedback_condition,14,125.44887502131982,0.5468347755617757
feedback_condition,15,124.78976349429061,0.5753463566830662
feedback_condition,16,124.04167149491089,0.6035171189337812
feedback_condition,17,123.86987281491051,0.6316099017732213
feedback_condition,18,122.65161602536041,0.6591528184424638
feedback_condition,19,120.90808807948083,0.6859182398888867
feedback_condition,20,120.44788256539262,0.712480297724895
feedback_condition,21,119.47890835669385,0.7386167038910446
feedback_condition,22,118.70090446293129,0.7644138364323452
feedback_condition,23,117.7134251487551,0.7897835387951734
feedback_condition,24,117.02584739508357,0.8148577319963192
feedback_condition,25,115.29471295426211,0.839195579384009
feedback_condition,26,114.52117865705719,0.8632079477442673
feedback_condition,27,113.64402791040278,0.8868538894692574
feedback_condition,28,113.20937803047525,0.9103193016662099
feedback_condition,29,112.04414455526509,0.9333041535270095
feedback_condition,30,111.8023087985575,0.9561898915916219
feedback_condition,31,109.81648551420166,0.9782698606373188
feedback_condition,32,108.94305921011025,1.0
float_rgb_final,1,326.57752323223554,0.11651096452575148
float_rgb_final,2,214.35202632127564,0.1667046866682011
float_rgb_final,3,191.49931525757188,0.20676632134703118
float_rgb_final,4,184.43996605986007,0.24392876662952162
float_rgb_final,5,182.75164415639532,0.2804139725062185
float_rgb_final,6,181.03558781266105,0.31621719591385383
float_rgb_final,7,177.49879902238214,0.3506351501928703
float_rgb_final,8,174.0103948517176,0.38371355825798226
float_rgb_final,9,171.3835491246359,0.4158008069285096
float_rgb_final,10,171.002571050568,0.4477455570808506
float_rgb_final,11,167.45724998499122,0.4783794454352175
float_rgb_final,12,166.2116370164489,0.5085592949036467
float_rgb_final,13,164.52875963815464,0.5381311018790663
float_rgb_final,14,162.26760307781336,0.5668956699893652
float_rgb_final,15,160.35792744428335,0.5949871800015606
float_rgb_final,16,159.04458324972663,0.6226204309116565
float_rgb_final,17,158.25524148971897,0.6499800736101407
float_rgb_final,18,156.56389644392564,0.6767580317214511
float_rgb_final,19,154.0845847216295,0.7026946051841912
float_rgb_final,20,153.32683156188574,0.7283767054983813
float_rgb_final,21,151.41925320974696,0.7534237458470214
float_rgb_final,22,150.45249433968993,0.7781519740561194
float_rgb_final,23,149.80202041517873,0.8026668419454398
float_rgb_final,24,148.14761166118274,0.826643217050244
float_rgb_final,25,145.64310209083808,0.849815779248174
float_rgb_final,26,144.70933475570547,0.8726921596460343
float_rgb_final,27,143.84287756958838,0.8952954123537599
float_rgb_final,28,142.098158187574,0.917353665331467
float_rgb_final,29,141.17214340215824,0.9391253598842286
float_rgb_final,30,137.81823931489012,0.9598748586493722
float_rgb_final,31,137.46450696217357,0.9805179803527838
float_rgb_final,32,133.54261638629123,0.9999999999999998
predicted_latent,1,374.92506539400273,0.06472472967378184
predicted_latent,2,294.2120600686966,0.10458151205340463
predicted_latent,3,282.70959407300353,0.14138274656621944
predicted_latent,4,270.698837532744,0.17512344552533463
predicted_latent,5,268.04885157103683,0.2082067738691588
predicted_latent,6,266.1061713685251,0.24081229805530507
predicted_latent,7,263.8953383956386,0.2728782938127838
predicted_latent,8,263.54798111397173,0.3048599301674005
predicted_latent,9,261.9750969421099,0.3364609656069184
predicted_latent,10,260.9039924300907,0.36780412297335535
predicted_latent,11,259.7135120244046,0.3988619011430427
predicted_latent,12,258.35441867747494,0.4295954761184437
predicted_latent,13,257.41295376386216,0.46010546782672873
predicted_latent,14,256.9881589601577,0.49051484461450046
predicted_latent,15,254.6328895277236,0.5203693781706872
predicted_latent,16,253.94416916756904,0.5500626315536723
predicted_latent,17,253.09703715279565,0.5795581080011031
predicted_latent,18,252.50073088657814,0.6089147632419988
predicted_latent,19,251.17686379787045,0.6379643902510084
predicted_latent,20,251.08640151850926,0.6669930963661829
predicted_latent,21,250.0557963475643,0.695783990033094
predicted_latent,22,249.85499499182595,0.7245286625820159
predicted_latent,23,248.97144929381668,0.7530703988118427
predicted_latent,24,247.4351342875978,0.7812609798458516
predicted_latent,25,246.64152185912445,0.8092710164521145
predicted_latent,26,246.54808185908064,0.8372598339057492
predicted_latent,27,245.59951667381827,0.8650336981941164
predicted_latent,28,243.88080277977528,0.8924201977159976
predicted_latent,29,243.19900022075777,0.9196537857753622
predicted_latent,30,242.29806146818242,0.9466859721184392
predicted_latent,31,240.98185902849116,0.9734252696807136
predicted_latent,32,240.23915202581395,1.0000000000000002
