space,index,singular_value,resolved_cumulative_energy
feedback_condition,1,201.11947340786548,0.07283969635064676
feedback_condition,2,182.49256865691342,0.13281193332633578
feedback_condition,3,164.69520785945488,0.18165712358346867
feedback_condition,4,159.124298868183,0.22725376836443795
feedback_condition,5,152.96562480931328,0.2693892119315888
feedback_condition,6,148.56296017478005,0.3091340716833353
feedback_condition,7,140.63319637086062,0.344749287110247
feedback_condition,8,138.453086749614,0.37926884027499913
feedback_condition,9,133.8565006298702,0.4115343711127206
feedback_condition,10,132.36330058513863,0.44308405821398184
feedback_condition,11,130.75062915162252,0.4738696463451961
feedback_condition,12,130.29645718362175,0.5044417338979712
feedback_condition,13,129.5149799963954,0.5346481976573877
feedback_condition,14,125.89469066427174,0.5631895607380191
feedback_condition,15,125.09788559825381,0.5913707825889262
feedback_condition,16,123.13991431718954,0.6186767504258531
feedback_condition,17,122.9973296711676,0.645919519296396
feedback_condition,18,121.40178061716603,0.6724600738793509
feedback_condition,19,120.10390419656994,0.6984361848264771
feedback_condition,20,118.7874520759387,0.7238459712285863
feedback_condition,21,117.83881153050251,0.7488515313840678
feedback_condition,22,117.62346270899633,0.7737657804102417
feedback_condition,23,117.26454264345496,0.7985282131169311
feedback_condition,24,115.30039050413656,0.8224680637597467
feedback_condition,25,114.07450996085468,0.8459015607751876
feedback_condition,26,113.5637773426355,0.8691256953440178
feedback_condition,27,112.6988044877667,0.891997398105512
feedback_condition,28,111.6461486110504,0.9144438329660409
feedback_condition,29,110.84268008069053,0.9365683559786042
feedback_condition,30,109.4083384041157,0.9581239862097317
feedback_condition,31,108.1316279421767,0.9791794767118864
feedback_condition,32,107.52659172551306,1.0
float_rgb_final,1,396.7846891977167,0.15004682058184873
float_rgb_final,2,318.3773899580686,0.24665222487091226
float_rgb_final,3,252.63970113304464,0.3074825564794612
float_rgb_final,4,190.376282949624,0.3420241741102264
float_rgb_final,5,181.1096903303079,0.373284993849584
float_rgb_final,6,178.88310734823807,0.40378189041708806
float_rgb_final,7,177.67724502543064,0.4338690098113229
float_rgb_final,8,174.44577949899178,0.462871675700238
float_rgb_final,9,173.8092262182932,0.4916630661006705
float_rgb_final,10,169.4699024180024,0.5190347896437713
float_rgb_final,11,168.6863186090219,0.5461539792080508
float_rgb_final,12,167.10478453964268,0.5727670356919501
float_rgb_final,13,162.88488071704873,0.598052942584258
float_rgb_final,14,161.4452915070526,0.6228938669867436
float_rgb_final,15,160.467883243815,0.6474349222702744
float_rgb_final,16,160.11462309670674,0.6718680452489046
float_rgb_final,17,158.49945401827864,0.695810712356256
float_rgb_final,18,157.44416110277663,0.7194356191964661
float_rgb_final,19,155.36549003184356,0.7424408240305844
float_rgb_final,20,154.60673319848934,0.7652218769877892
float_rgb_final,21,152.62786408340696,0.7874234956770304
float_rgb_final,22,149.83519142713283,0.80882008939132
float_rgb_final,23,149.2320243144373,0.830044764275337
float_rgb_final,24,148.1069991448759,0.8509506297463284
float_rgb_final,25,145.43067376003765,0.8711077746790981
float_rgb_final,26,144.4471612566652,0.8909932056964578
float_rgb_final,27,143.45625831835292,0.9106067456552193
float_rgb_final,28,140.8037014228338,0.9295016687836771
float_rgb_final,29,139.75573048422194,0.9481163770931164
float_rgb_final,30,138.21407056964028,0.9663226689933719
float_rgb_final,31,133.7770514492671,0.9833787883000679
float_rgb_final,32,132.06047269087793,1.0000000000000004
predicted_latent,1,460.74918892997135,0.09104040748003908
predicted_latent,2,366.99530316989615,0.14880025610942002
predicted_latent,3,309.19186148755057,0.1897981117590566
predicted_latent,4,283.3300871154773,0.22422441773631652
predicted_latent,5,274.9430900674716,0.2566427487825262
predicted_latent,6,268.3219069771421,0.28751848328001445
predicted_latent,7,266.42744597627933,0.3179597666074267
predicted_latent,8,264.1675799718988,0.34788682764553097
predicted_latent,9,263.6579846250364,0.37769853780449947
predicted_latent,10,262.5601772757424,0.4072625074683576
predicted_latent,11,261.3647279636385,0.43655787760489817
predicted_latent,12,259.48817103452063,0.4654340857799728
predicted_latent,13,258.8290550458573,0.4941637855557026
predicted_latent,14,257.03857697132935,0.5224973785111174
predicted_latent,15,256.29202362185106,0.550666623991352
predicted_latent,16,255.48790755571477,0.5786593847862277
predicted_latent,17,253.43227640429916,0.6062035036099921
predicted_latent,18,253.26586446408518,0.6337114615672254
predicted_latent,19,252.1613393372075,0.6609800111997608
predicted_latent,20,251.75226027571438,0.6881601575552566
predicted_latent,21,251.35114681682086,0.715253761392765
predicted_latent,22,251.08587728485745,0.7422902076230299
predicted_latent,23,248.94403636789733,0.7688673625403419
predicted_latent,24,248.19509423129963,0.7952848445448484
predicted_latent,25,247.89870335676164,0.8216392694978569
predicted_latent,26,247.67651953858476,0.8479464743353882
predicted_latent,27,245.8494387248367,0.8738669804020833
predicted_latent,28,244.67308458457293,0.8995400281414021
predicted_latent,29,244.2317767048975,0.925120548328841
predicted_latent,30,242.82948671194515,0.95040816373576
predicted_latent,31,241.43904086942186,0.9754070136079288
predicted_latent,32,239.471104728803,1.0
