sample_id,schedule_index,seed,horizon_chunks,mode,generated_local_frame,source_frame_index,rmse,mae,psnr,psnr_status
schedule1_AR_h4_seed8,1,8,4,AR,2,50,0.1627998213632801,0.0890783602108769,15.7669215197698,finite
schedule1_AR_h4_seed8,1,8,4,AR,3,51,0.16028394505592322,0.08813629191936911,15.902199537048645,finite
schedule1_AR_h4_seed8,1,8,4,AR,4,52,0.15758178946569504,0.08656552892043834,16.049879441436865,finite
schedule1_AR_h4_seed8,1,8,4,AR,5,53,0.1514346951722435,0.08354810003062596,16.39549224630704,finite
schedule1_AR_h4_seed8,1,8,4,AR,6,54,0.1611430923612844,0.08764273885953362,15.85576612865191,finite
schedule1_AR_h4_seed8,1,8,4,AR,7,55,0.15777993397794365,0.08675166333098379,16.038964600070184,finite
schedule1_AR_h4_seed8,1,8,4,AR,8,56,0.15494967089389644,0.08407900357443765,16.196186836911714,finite
schedule1_AR_h4_seed8,1,8,4,AR,9,57,0.15942521677770438,0.08603604824613835,15.948859676207679,finite
schedule1_AR_h4_seed8,1,8,4,AR,10,58,0.19002806228293376,0.10599471831413136,14.423645202553143,finite
schedule1_AR_h4_seed8,1,8,4,AR,11,59,0.20830493586661367,0.11770931113639922,13.626008783067496,finite
schedule1_AR_h4_seed8,1,8,4,AR,12,60,0.23176947282127164,0.13354358598820917,12.6988753414214,finite
schedule1_AR_h4_seed8,1,8,4,AR,13,61,0.23477026501047238,0.13656462010371703,12.587138196157646,finite
schedule1_AR_h4_seed8,1,8,4,AR,14,62,0.2299168451189519,0.13469515371456944,12.76858416972506,finite
schedule1_AR_h4_seed8,1,8,4,AR,15,63,0.21042037016556786,0.12050940943264739,13.538244394712084,finite
schedule1_AR_h4_seed8,1,8,4,AR,16,64,0.1935705754667334,0.10850324654599793,14.26321317646552,finite
schedule1_TF_h5_seed9,1,9,5,TF,1,65,0.09794490249141713,0.044528211317095646,20.18036323574462,finite
schedule1_TF_h5_seed9,1,9,5,TF,2,66,0.06143839551824054,0.02769886927563192,24.231202691130225,finite
schedule1_TF_h5_seed9,1,9,5,TF,3,67,0.1054758467632843,0.05432272149328791,19.536939588057308,finite
schedule1_TF_h5_seed9,1,9,5,TF,4,68,0.13058982054710797,0.07037405364937872,17.68181349835806,finite
schedule1_TF_h5_seed9,1,9,5,TF,5,69,0.16504117408162886,0.08779898727743785,15.648153910179552,finite
schedule1_TF_h5_seed9,1,9,5,TF,6,70,0.16112933394206513,0.08319064505547402,15.856507762755554,finite
schedule1_TF_h5_seed9,1,9,5,TF,7,71,0.1612933428130266,0.08343553316337686,15.847671144375969,finite
schedule1_TF_h5_seed9,1,9,5,TF,8,72,0.16141003423169709,0.08346145462954979,15.841389407644604,finite
schedule1_TF_h5_seed9,1,9,5,TF,9,73,0.1620410506325457,0.08630513252212306,15.807498992509313,finite
schedule1_TF_h5_seed9,1,9,5,TF,10,74,0.16924808407152897,0.09329678799367495,15.429524778631524,finite
schedule1_TF_h5_seed9,1,9,5,TF,11,75,0.17022273387781295,0.09921728197654289,15.37964877476352,finite
schedule1_TF_h5_seed9,1,9,5,TF,12,76,0.16940753637056816,0.09627135117111625,15.421345465543334,finite
schedule1_TF_h5_seed9,1,9,5,TF,13,77,0.17012099187064603,0.09825428087437871,15.384841876943902,finite
schedule1_TF_h5_seed9,1,9,5,TF,14,78,0.17566159172008217,0.10242694033929922,15.106463725983104,finite
schedule1_TF_h5_seed9,1,9,5,TF,15,79,0.17533887453720196,0.10529516612429764,15.122435708325707,finite
schedule1_TF_h5_seed9,1,9,5,TF,16,80,0.17050913275907745,0.10533699196196504,15.36504708995179,finite
schedule1_AR_h5_seed9,1,9,5,AR,1,65,0.20700594932796823,0.12119653171473506,13.680343455771906,finite
schedule1_AR_h5_seed9,1,9,5,AR,2,66,0.19405746582108002,0.10764050719191924,14.241392886613657,finite
schedule1_AR_h5_seed9,1,9,5,AR,3,67,0.1736073679996737,0.09905411000789381,15.208636941059483,finite
schedule1_AR_h5_seed9,1,9,5,AR,4,68,0.16578266975209066,0.0992102947697191,15.609217415933799,finite
schedule1_AR_h5_seed9,1,9,5,AR,5,69,0.1809935605553534,0.10731784704459812,14.84673752637602,finite
schedule1_AR_h5_seed9,1,9,5,AR,6,70,0.18445527393308647,0.10696956183126123,14.68217845880666,finite
schedule1_AR_h5_seed9,1,9,5,AR,7,71,0.18952427183671458,0.11154235731202296,14.446703265397229,finite
schedule1_AR_h5_seed9,1,9,5,AR,8,72,0.18941077982353713,0.11171504584370713,14.451906157694562,finite
schedule1_AR_h5_seed9,1,9,5,AR,9,73,0.1794497116622341,0.10826561641472192,14.921144702992788,finite
schedule1_AR_h5_seed9,1,9,5,AR,10,74,0.16998341671128422,0.10279196809040059,15.39186891150258,finite
schedule1_AR_h5_seed9,1,9,5,AR,11,75,0.16823822078213083,0.10283223024535222,15.481506664326833,finite
schedule1_AR_h5_seed9,1,9,5,AR,12,76,0.16661251602305402,0.10037092003247021,15.565847545309893,finite
schedule1_AR_h5_seed9,1,9,5,AR,13,77,0.1672951137919639,0.10206965215316899,15.530334866846161,finite
schedule1_AR_h5_seed9,1,9,5,AR,14,78,0.17245970686368245,0.1048063291641057,15.266247128431845,finite
schedule1_AR_h5_seed9,1,9,5,AR,15,79,0.1830060147695417,0.11236536874411247,14.750692725796355,finite
schedule1_AR_h5_seed9,1,9,5,AR,16,80,0.18221186543057338,0.11357744472015696,14.788466913535048,finite
