space,index,singular_value,resolved_cumulative_energy
feedback_condition,1,710.2534093580113,0.5360678035271913
feedback_condition,2,139.52931057797446,0.5567560635767913
feedback_condition,3,135.9328564310342,0.576391563185736
feedback_condition,4,131.09235186901,0.5946535396998475
feedback_condition,5,129.04924353821892,0.6123507167655552
feedback_condition,6,127.01350223033677,0.629493954685232
feedback_condition,7,126.21004349202433,0.6464209900937226
feedback_condition,8,124.1064346760374,0.6627884644321973
feedback_condition,9,123.58576316310699,0.6790188918714463
feedback_condition,10,123.22289502152651,0.6951541488215816
feedback_condition,11,122.29340459633832,0.7110469020991284
feedback_condition,12,120.46734512206423,0.726468584279994
feedback_condition,13,119.98228672647298,0.7417663265406318
feedback_condition,14,119.59332946265326,0.7569650454614135
feedback_condition,15,117.95244668552564,0.7717495569005781
feedback_condition,16,117.38174522765833,0.7863913476017778
feedback_condition,17,116.69793569461866,0.800863043150175
feedback_condition,18,116.22344903056711,0.8152172958858692
feedback_condition,19,115.57455478400489,0.8294117118551363
feedback_condition,20,114.61173374246252,0.8433706130844097
feedback_condition,21,114.10027140530893,0.8572052072837036
feedback_condition,22,113.85861539926363,0.8709812622280317
feedback_condition,23,113.29152718994325,0.884620431907269
feedback_condition,24,112.60269719089946,0.8980942492828917
feedback_condition,25,111.89107993667135,0.9113983033437468
feedback_condition,26,111.39674571947123,0.9245850625969664
feedback_condition,27,110.8923186957176,0.9376526676069057
feedback_condition,28,110.21099581717635,0.9505601910613853
feedback_condition,29,109.10000315733194,0.9632087950677456
feedback_condition,30,108.94689934770317,0.975821923536243
feedback_condition,31,107.04001084111303,0.9879973829886372
feedback_condition,32,106.27752679806838,0.9999999999999999
float_rgb_final,1,1578.94417047022,0.7491296080247735
float_rgb_final,2,217.30710879906044,0.763319244885594
float_rgb_final,3,204.69125237017923,0.7759091361764769
float_rgb_final,4,196.65196848885137,0.7875295076065797
float_rgb_final,5,180.83055021033442,0.7973552872726027
float_rgb_final,6,176.12035373144292,0.806675858119256
float_rgb_final,7,174.15913066223538,0.8157900026277278
float_rgb_final,8,173.6785309662756,0.8248539147847764
float_rgb_final,9,172.02613403050464,0.8337461772473364
float_rgb_final,10,170.9750759666992,0.8425301104504113
float_rgb_final,11,169.5777896598869,0.8511710577065298
float_rgb_final,12,168.34703583091823,0.8596870323907477
float_rgb_final,13,168.04982328052017,0.8681729641308144
float_rgb_final,14,164.96696207730363,0.8763504041520105
float_rgb_final,15,163.50399833016695,0.8843834485736387
float_rgb_final,16,161.44538145863416,0.8922154843882442
float_rgb_final,17,160.64420962032935,0.8999699802060055
float_rgb_final,18,159.1232267516865,0.907578331693486
float_rgb_final,19,156.5308440482768,0.9149407971122037
float_rgb_final,20,155.91838271403574,0.9222457607170998
float_rgb_final,21,154.7605482023971,0.9294426352703833
float_rgb_final,22,153.5261958798191,0.9365251647645345
float_rgb_final,23,152.21053087154183,0.9434868248632866
float_rgb_final,24,150.07332966736462,0.9502543589271016
float_rgb_final,25,148.6092090400625,0.9568904885305445
float_rgb_final,26,147.58715760093045,0.9634356528049554
float_rgb_final,27,145.85724199702176,0.9698282804465602
float_rgb_final,28,144.4188028079232,0.9760954420694253
float_rgb_final,29,143.16868422105273,0.9822545736335896
float_rgb_final,30,141.0978634142334,0.9882368199195908
float_rgb_final,31,140.70408836559025,0.9941857223662797
float_rgb_final,32,139.1028973441164,0.9999999999999997
predicted_latent,1,1535.1722671052537,0.5387323689899446
predicted_latent,2,302.51340054255905,0.5596517135309591
predicted_latent,3,293.1990071081559,0.5793026760962078
predicted_latent,4,285.8022365841434,0.5979746436477762
predicted_latent,5,271.39093369582065,0.6148110542290212
predicted_latent,6,265.6768756588442,0.6309459568436205
predicted_latent,7,262.30566576906807,0.6466739814730572
predicted_latent,8,259.9617550496079,0.6621221770266016
predicted_latent,9,258.91298381046,0.677445977806374
predicted_latent,10,257.2562547047295,0.6925742985283587
predicted_latent,11,256.30651310827517,0.7075911236248998
predicted_latent,12,255.83739282220492,0.7225530281483267
predicted_latent,13,253.99885419561562,0.7373006622102937
predicted_latent,14,253.67787377067336,0.7520110464125772
predicted_latent,15,252.96507518351166,0.7666388786012849
predicted_latent,16,252.07303013090123,0.7811637267858462
predicted_latent,17,250.00876102187289,0.7954516561167696
predicted_latent,18,249.52533267399542,0.8096843832858656
predicted_latent,19,249.41388241471662,0.8239043992254469
predicted_latent,20,248.1515745870598,0.8379808416492546
predicted_latent,21,247.84018939792213,0.8520219794763755
predicted_latent,22,246.39406544220475,0.8658997379396007
predicted_latent,23,246.14324096259276,0.879749256194988
predicted_latent,24,245.47033163584368,0.8935231540016517
predicted_latent,25,244.35152644965066,0.9071717805412733
predicted_latent,26,243.52154373174778,0.9207278446538266
predicted_latent,27,243.11567998692968,0.9342387601524673
predicted_latent,28,242.37929291110612,0.9476679516289654
predicted_latent,29,240.82198701662205,0.960925130275397
predicted_latent,30,239.47862410045306,0.9740348179856237
predicted_latent,31,238.66917892962516,0.9870560331674616
predicted_latent,32,237.96017345931244,0.9999999999999997
