space,index,singular_value,resolved_cumulative_energy
feedback_condition,1,818.7930251075419,0.4208264655382923
feedback_condition,2,336.0411989507681,0.49170909613133734
feedback_condition,3,233.00228330135886,0.5257871770187699
feedback_condition,4,224.2132848825851,0.5573428508558086
feedback_condition,5,213.44427646923702,0.5859400699638766
feedback_condition,6,195.27582827983977,0.6098760796961458
feedback_condition,7,188.96414508738434,0.6322897814939633
feedback_condition,8,180.95773929424124,0.652844384801343
feedback_condition,9,179.33521704952076,0.6730320429120721
feedback_condition,10,173.84301371933466,0.6920021271804518
feedback_condition,11,171.9684020754631,0.7105652948444147
feedback_condition,12,167.27652063564443,0.7281293482394098
feedback_condition,13,165.84833342455144,0.7453947623395138
feedback_condition,14,164.30187518738748,0.7623396937713517
feedback_condition,15,162.27239056262832,0.7788685972614672
feedback_condition,16,160.65521751474594,0.7950696950930157
feedback_condition,17,158.56011429457843,0.8108509914669614
feedback_condition,18,157.63157727917184,0.8264479967033298
feedback_condition,19,153.0244724422581,0.8411466165384243
feedback_condition,20,151.1130610013061,0.8554803320775434
feedback_condition,21,148.58463099120885,0.8693383958541324
feedback_condition,22,146.92198220018545,0.8828880538562918
feedback_condition,23,145.59392530668345,0.8961938628776236
feedback_condition,24,141.2969484560802,0.9087258615694186
feedback_condition,25,140.55321487446042,0.9211262800867325
feedback_condition,26,140.1372081100156,0.9334534021840354
feedback_condition,27,137.1232894928543,0.9452559894951336
feedback_condition,28,135.78008177623573,0.9568284819795143
feedback_condition,29,133.63377296428007,0.9680380076577273
feedback_condition,30,132.75570562394276,0.9791007084516378
feedback_condition,31,129.28887497851,0.9895931628026419
feedback_condition,32,128.7603037389462,0.9999999999999999
float_rgb_final,1,1257.2598458392044,0.502876925528695
float_rgb_final,2,605.3885864330872,0.619471965446082
float_rgb_final,3,350.0205421538554,0.6584480926612715
float_rgb_final,4,279.06729422444664,0.6832239961698133
float_rgb_final,5,232.32279408224505,0.7003949832794604
float_rgb_final,6,231.19191596160047,0.7173992107521491
float_rgb_final,7,221.67284185881545,0.7330320044195409
float_rgb_final,8,217.55547970823815,0.7480894627865761
float_rgb_final,9,209.74781046590687,0.7620855451572017
float_rgb_final,10,206.55551399616252,0.7756588375201989
float_rgb_final,11,203.9264653434248,0.7888888057464126
float_rgb_final,12,200.9014014296105,0.8017291761036494
float_rgb_final,13,196.81060451490742,0.8140519536458987
float_rgb_final,14,194.9695252387113,0.8261452608725128
float_rgb_final,15,192.00977275160315,0.8378741879204867
float_rgb_final,16,187.58010028601586,0.8490681838650512
float_rgb_final,17,185.8090511550828,0.8600518000654384
float_rgb_final,18,184.19481002036787,0.8708454019667627
float_rgb_final,19,182.53621885405693,0.8814454960024793
float_rgb_final,20,181.49986749882066,0.8919255674261054
float_rgb_final,21,179.09361402586202,0.9021295995842156
float_rgb_final,22,176.6441958809397,0.9120564244980542
float_rgb_final,23,174.53886660370645,0.9217480343059451
float_rgb_final,24,172.02286704901042,0.9311622464589736
float_rgb_final,25,170.42216100227964,0.9404020716273085
float_rgb_final,26,168.78391991431926,0.949465108682308
float_rgb_final,27,165.73818305207266,0.9582040085824997
float_rgb_final,28,164.90962457067485,0.9668557518520807
float_rgb_final,29,164.44235318054453,0.9754585351582498
float_rgb_final,30,162.11775097200442,0.9838198149863229
float_rgb_final,31,160.99360236421643,0.992065540128047
float_rgb_final,32,157.92572347700633,0.9999999999999999
predicted_latent,1,1316.0056549295227,0.4094463398821618
predicted_latent,2,738.0469237055468,0.5382266394583058
predicted_latent,3,410.62098711049094,0.5780890692791657
predicted_latent,4,316.2472196481034,0.6017338295048406
predicted_latent,5,283.93359014621905,0.6207934842757009
predicted_latent,6,273.7806267387912,0.638514430553619
predicted_latent,7,268.75590063428706,0.6555908769244059
predicted_latent,8,267.6495224115392,0.6725270166433843
predicted_latent,9,259.38100607031066,0.6884329010941016
predicted_latent,10,256.66433263509526,0.7040073441271433
predicted_latent,11,254.87369357083696,0.7193652325366942
predicted_latent,12,251.3499745275412,0.7343013999709509
predicted_latent,13,248.66254904233995,0.7489198808791235
predicted_latent,14,247.66418676521008,0.7634212131299775
predicted_latent,15,246.23628648016444,0.7777558134402639
predicted_latent,16,245.23583902544993,0.7919741686500688
predicted_latent,17,244.1681945327066,0.8060689929356051
predicted_latent,18,241.57917338344245,0.81986649488506
predicted_latent,19,239.8056756522443,0.8334621580896654
predicted_latent,20,238.4127032017138,0.8469003322772087
predicted_latent,21,237.81899560733757,0.8602716609324587
predicted_latent,22,236.70557801733696,0.8735180792829315
predicted_latent,23,236.35927570315437,0.8867257667360312
predicted_latent,24,235.47684095331726,0.8998350178927473
predicted_latent,25,234.42565674831553,0.9128274891593229
predicted_latent,26,232.5833250916211,0.9256165493812365
predicted_latent,27,231.53390293610826,0.9382904608072741
predicted_latent,28,230.81704266181455,0.950886013438715
predicted_latent,29,229.80672201724917,0.9633715421663931
predicted_latent,30,229.11738268485414,0.9757822788485909
predicted_latent,31,226.8948418503817,0.9879534039985062
predicted_latent,32,225.73111761877402,1.0000000000000002
