space,index,singular_value,resolved_cumulative_energy
feedback_condition,1,172.55989248510826,0.06331863320333352
feedback_condition,2,145.85213220649294,0.10855392263921732
feedback_condition,3,133.33911978516358,0.1463604663983572
feedback_condition,4,132.73420461595427,0.18382475687685176
feedback_condition,5,128.6782754372108,0.21903445261754775
feedback_condition,6,127.24447417288448,0.2534638698217447
feedback_condition,7,126.87863468570681,0.28769559618541946
feedback_condition,8,124.63949633353903,0.3207297494430681
feedback_condition,9,123.49536754614246,0.3531602119664086
feedback_condition,10,122.75138163263823,0.38520110312457956
feedback_condition,11,121.64869291582548,0.4166689263947406
feedback_condition,12,120.97582318977476,0.44778959941704255
feedback_condition,13,119.97998132613863,0.47840002647236907
feedback_condition,14,119.54118115545727,0.5087869612676905
feedback_condition,15,119.40176089415729,0.5391030571468727
feedback_condition,16,118.58637260081431,0.5690065127803059
feedback_condition,17,117.48272912884377,0.5983559556698345
feedback_condition,18,116.70257665577856,0.6273168986342347
feedback_condition,19,115.91384641421615,0.6558877014232936
feedback_condition,20,115.30572375343151,0.6841595066930257
feedback_condition,21,114.97884972769288,0.7122712467093958
feedback_condition,22,114.01403709999799,0.7399131826504947
feedback_condition,23,113.30499014811843,0.7672123803281917
feedback_condition,24,113.0029900722695,0.7943662468494935
feedback_condition,25,112.47403618589937,0.8212665001325313
feedback_condition,26,111.78928831901817,0.8478402101342477
feedback_condition,27,110.99527650511168,0.8740377677064858
feedback_condition,28,110.29165057337138,0.8999042327328163
feedback_condition,29,109.49956246997476,0.9254004984320009
feedback_condition,30,109.47641257901807,0.9508859846656795
feedback_condition,31,107.57654452250645,0.975494589300985
feedback_condition,32,107.35075135526756,1.0000000000000002
float_rgb_final,1,260.076604697928,0.07506534172056054
float_rgb_final,2,205.0328967087777,0.12171881558484407
float_rgb_final,3,192.91016978828085,0.16301853859299467
float_rgb_final,4,185.79752222367932,0.20132894228560894
float_rgb_final,5,182.06781569666754,0.2381166948054304
float_rgb_final,6,179.73529442794688,0.27396788906055974
float_rgb_final,7,176.18432960068037,0.3084164789157738
float_rgb_final,8,173.49871411730098,0.3418228586216234
float_rgb_final,9,172.85211931448256,0.3749807045968145
float_rgb_final,10,172.36306519220093,0.40795118762596105
float_rgb_final,11,169.22493368993645,0.43973204414110423
float_rgb_final,12,168.13492596643295,0.47110480697071416
float_rgb_final,13,166.92670180864602,0.5020282980605238
float_rgb_final,14,166.00378848408886,0.5326107915059684
float_rgb_final,15,164.55328866963302,0.5626611754305342
float_rgb_final,16,163.7633476075087,0.5924237370337363
float_rgb_final,17,161.45580333592068,0.6213534558169577
float_rgb_final,18,160.91458851226122,0.6500895494700067
float_rgb_final,19,159.47015689742355,0.6783120659558314
float_rgb_final,20,157.84453282340894,0.7059621197447066
float_rgb_final,21,155.80240077529345,0.7329013500629704
float_rgb_final,22,153.89731873800116,0.759185806440659
float_rgb_final,23,152.9770042640239,0.7851568377739498
float_rgb_final,24,151.21303169598607,0.8105323801619533
float_rgb_final,25,150.9196907756917,0.8358095650895778
float_rgb_final,26,149.02949054357626,0.8604575446979751
float_rgb_final,27,147.30441081978998,0.8845382052110197
float_rgb_final,28,147.07898262841766,0.9085452181533187
float_rgb_final,29,146.12899607389784,0.9322431089387246
float_rgb_final,30,145.02189394028258,0.9555832801523914
float_rgb_final,31,142.59016255606664,0.978147276492375
float_rgb_final,32,140.32477005936417,0.9999999999999998
predicted_latent,1,447.26508129428424,0.0893751594883695
predicted_latent,2,317.83248209095717,0.1345070371211017
predicted_latent,3,277.9587691016358,0.1690251943459024
predicted_latent,4,271.8646942040876,0.20204636501659257
predicted_latent,5,267.6992616128929,0.23406340582325963
predicted_latent,6,265.8380305417349,0.2656367849521524
predicted_latent,7,263.40972663027196,0.29663598296035504
predicted_latent,8,262.84670477678975,0.32750280489003214
predicted_latent,9,260.89005772606583,0.3579117882302997
predicted_latent,10,259.6067888828654,0.3880223552332073
predicted_latent,11,259.0295641163581,0.4179991719393291
predicted_latent,12,258.2447903920479,0.4477946241617032
predicted_latent,13,256.32216061144663,0.477148074218258
predicted_latent,14,255.940639393657,0.5064142073649597
predicted_latent,15,254.92145227334981,0.5354477219066855
predicted_latent,16,253.97393402146173,0.5642658080558463
predicted_latent,17,252.625130715485,0.5927786131538673
predicted_latent,18,252.41066600784916,0.6212430272248494
predicted_latent,19,251.37392209973348,0.6494740937635698
predicted_latent,20,250.5112232372304,0.6775117184642537
predicted_latent,21,249.4583683701686,0.7053141639462692
predicted_latent,22,249.1154531553059,0.7330402253101213
predicted_latent,23,247.9556621538865,0.7605087227073205
predicted_latent,24,247.24048144427525,0.78781899336145
predicted_latent,25,246.53969441424238,0.8149746650625761
predicted_latent,26,245.76668559082538,0.8419603141226146
predicted_latent,27,245.1280227773684,0.8688058926360585
predicted_latent,28,243.65298417330405,0.8953293608947352
predicted_latent,29,243.3251553351519,0.9217815038769609
predicted_latent,30,242.44660670474352,0.948042975740501
predicted_latent,31,241.66286143446197,0.9741349336897044
predicted_latent,32,240.60983572813345,1.0
