mode,scheme,h,compute_dtype,input_quantization,execution_kind,weight_dtype,weight_sha256,target_jv_rms,derivative_rms,derivative_reason,error,error_reason,absolute_error_rms,absolute_error_reason
input_quantized_bf16,one_sided,0.005623413251903491,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.4403084691030167,,3.65999192505856,,0.40696841778181186,
input_quantized_bf16,one_sided,0.01,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.33190006228716784,,2.555022621939649,,0.2841026797704966,
input_quantized_bf16,one_sided,0.01778279410038923,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.2072538874336378,,1.3774233978099313,,0.15316094469617875,
input_quantized_bf16,one_sided,0.03162277660168379,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.1481015736626918,,0.8392478789267637,,0.0933191625574698,
input_quantized_bf16,one_sided,0.05623413251903491,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.12131977612576557,,0.4615884662692553,,0.051325776567369454,
input_quantized_bf16,one_sided,0.1,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.11686126274729051,,0.24250553358567792,,0.026965112308306064,
input_quantized_bf16,centered,1e-07,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.0,,1.0,,0.11119380209433122,
input_quantized_bf16,centered,1.7782794100389227e-07,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.0,,1.0,,0.11119380209433122,
input_quantized_bf16,centered,3.162277660168379e-07,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.0,,1.0,,0.11119380209433122,
input_quantized_bf16,centered,5.62341325190349e-07,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.0,,1.0,,0.11119380209433122,
input_quantized_bf16,centered,1e-06,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.0,,1.0,,0.11119380209433122,
input_quantized_bf16,centered,1.778279410038923e-06,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.0,,1.0,,0.11119380209433122,
input_quantized_bf16,centered,3.162277660168379e-06,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.0,,1.0,,0.11119380209433122,
input_quantized_bf16,centered,5.623413251903491e-06,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.0,,1.0,,0.11119380209433122,
input_quantized_bf16,centered,1e-05,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.045710946188464455,,0.9920306906501521,,0.11030766428765573,
input_quantized_bf16,centered,1.778279410038923e-05,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.025705154055325842,,0.974412793252226,,0.1083486632910725,
input_quantized_bf16,centered,3.1622776601683795e-05,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,14.363851311733296,,128.96187609537,,14.339761328262236,
input_quantized_bf16,centered,5.623413251903491e-05,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,8.077862546388964,,72.43271451964154,,8.054068923452212,
input_quantized_bf16,centered,0.0001,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,4.543345248880946,,40.65020941511972,,4.5200513407979415,
input_quantized_bf16,centered,0.00017782794100389227,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,2.5555686908126023,,22.781851753635966,,2.53320071523619,
input_quantized_bf16,centered,0.00031622776601683794,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,1.44771749060089,,12.821565998014774,,1.425678672122661,
input_quantized_bf16,centered,0.0005623413251903491,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,1.0177666308236122,,8.79852682364695,,0.9783416503502637,
input_quantized_bf16,centered,0.001,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.6627796856918874,,5.548799355578015,,0.6169920974052944,
input_quantized_bf16,centered,0.0017782794100389228,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.3978112508990626,,3.205850099308619,,0.35647066148661466,
input_quantized_bf16,centered,0.0031622776601683794,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.23495366625926944,,1.8372180455430664,,0.20428725976024972,
input_quantized_bf16,centered,0.005623413251903491,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.29672490382212136,,2.2586471529089365,,0.25114756452148096,
input_quantized_bf16,centered,0.01,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.21105438672473906,,1.3896822786529888,,0.15452405626653967,
input_quantized_bf16,centered,0.01778279410038923,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.1478128425516452,,0.7711309322617235,,0.08574498027072722,
input_quantized_bf16,centered,0.03162277660168379,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.11654770592124744,,0.43092325409457855,,0.04791599503363777,
input_quantized_bf16,centered,0.05623413251903491,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.11267178703226716,,0.24593525492950594,,0.02734647606465038,
input_quantized_bf16,centered,0.1,float64,bfloat16,input_quantization_rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.1134640426093955,,0.13280681691676088,,0.014767294917020389,
low_precision_compute_fp32,one_sided,1e-07,float32,none,rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,1.3812313672160543,,12.424059027639254,,1.3814783607276084,
low_precision_compute_fp32,one_sided,1.7782794100389227e-07,float32,none,rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.7691962476748425,,6.889708706404883,,0.7660929063875753,
low_precision_compute_fp32,one_sided,3.162277660168379e-07,float32,none,rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.5900637801637485,,5.103514002450028,,0.5674791259740767,
low_precision_compute_fp32,one_sided,5.62341325190349e-07,float32,none,rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.3130603259619551,,2.6285380341435434,,0.2922771379659796,
low_precision_compute_fp32,one_sided,1e-06,float32,none,rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.22883888651536693,,1.812820646154358,,0.20157442016100532,
low_precision_compute_fp32,one_sided,1.778279410038923e-06,float32,none,rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.16867302987996946,,1.0868529967796308,,0.12085131702954507,
low_precision_compute_fp32,one_sided,3.162277660168379e-06,float32,none,rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.13545031505181807,,0.7136880773332104,,0.07935769082807274,
low_precision_compute_fp32,one_sided,5.623413251903491e-06,float32,none,rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.11879243476141185,,0.4348630833021859,,0.04835407962283393,
low_precision_compute_fp32,one_sided,1e-05,float32,none,rounding_simulation,float32,ca1d40b2eb41642f2e1a5431279c63c11a393aedb89400c2599a7eac9da5dda9,0.11119380209433122,0.11205267362926218,,0.21571760040073976,,0.02398646016722388,
